samp_name,Sequential G3 Sample No.,Biological Replicate No. (if applicable),Technical Replicate No. (if applicable),Negative control,Cruise/ Expedition ID,expedition_id,expedition_name,samp_category,materialSampleID,neg_cont_type,pos_cont_type,eventDate,verbatimEventDate,env_medium,organism,habitat_natural_artificial_0_1,env_broad_scale,env_local_scale,filter_passive_active_0_1,stationed_sample_dur,pump_flow_rate,pump_flow_rate_unit,prefilter_material,size_frac_low,sample_derived_from,sample_composed_of,samp_collect_device,samp_store_method_additional,size_frac,filter_diameter,filter_surface_area,filter_material,filter_name,precip_chem_prep,precip_force_prep,precip_time_prep,precip_temp_prep,prepped_samp_store_temp,prepped_samp_store_sol,prep_method_additional,line_id,station_id,verbatimStationName,ctd_cast_number,rov_dive_number,samp_collect_method,samp_collect_notes,ctd_bottle_number,rosette_position,maximumDepthInMeters,minimumDepthInMeters,DepthInMeters_method,maximumDepthInMeters_standard_deviation,altitude,altitude_unit,altitude_method,tot_depth_water_col,tot_depth_water_col_method,elev,verbatimLatitude,verbatimLongitude,verbatimCoordinateSystem,verbatimSRS,decimalLatitude,decimalLatitude_standard_deviation,decimalLongitude,decimalLongitude_standard_deviation,eventDurationValue,verbatimEventTime,samp_size,samp_size_unit,samp_store_temp,samp_store_sol,dna_store_loc,samp_vol_we_dna_ext,samp_vol_we_dna_ext_unit,samp_weather,temp,temp_standard_deviation,ph,pH_free,pH_total,salinity,conductivity,diss_oxygen,diss_oxygen_unit,methane,methane_unit,hydrogen,hydrogen_unit,beam_attenuation,beam_attenuation_unit,dNTU,turbidity,orp,orp_unit,dE/dt,fluorescence,fluorescence_unit,chlorophyll,theta,sigma_theta,nitrate,nitrate_unit,nitrite,nitrite_unit,ammonium,ammonium_unit,phosphate,phosphate_unit,silicate,silicate_unit,tot_alkalinity,tot_alkalinity_unit,pco2,pco2_unit,percent_d3He,measurements_from,collected_by,extract_id,extract_plate,extract_well_number,extract_well_position,date_ext,concentration,concentration_unit,dna_yield,dna_yield_unit,ratioOfAbsorbance260_280,nucl_acid_ext_lysis,nucl_acid_ext_sep,nucl_acid_ext,nucl_acid_ext_kit,nucl_acid_ext_modify,dna_cleanup_0_1,dna_cleanup_method,concentration_method,pool_dna_num,nucl_acid_ext_method_additional,associatedSequences,Unnamed: 141,Unnamed: 142,Unnamed: 143
E74.WO920,74.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P28_1,not applicable: sample group,not applicable: sample group,2020-09-12T16:26:40Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P28,Salish Sea - North of West Point - WOAC P28,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,1,1,182.695,181.695,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,7.6,m,Measurement from altitude sensor on CTD.,190.295,missing: not collected,0, 47 42.21 N, 122 27.30 W,degrees minutes seconds,WGS84,47.704,missing: not collected,-122.455,missing: not collected,T0S/T1S,16:26:40,900,mL,ambient temperature,not applicable,OME -80 Freezer,900,mL,missing: not collected,11.6552,missing: not collected,8.233,missing: not collected,missing: not collected,30.91,missing: not collected,5.885,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,86.603,missing: not collected,not applicable,missing: not collected,0.187,mg/m3,missing: not collected,missing: not collected,23.4791,19.064,µM,0.372,µM,2.871,µM,2.015,µM,39.647,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,7,B,2021-02-01,5.9245,ng/µL,0.66,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E75.WO920,75.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P28_4,not applicable: sample group,not applicable: sample group,2020-09-12T16:31:47Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P28,Salish Sea - North of West Point - WOAC P28,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,4,4,110.127,109.127,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,78.6,m,Measurement from altitude sensor on CTD.,188.727,missing: not collected,0, 47 42.21 N, 122 27.30 W,degrees minutes seconds,WGS84,47.704,missing: not collected,-122.455,missing: not collected,T0S/T1S,16:31:47,1100,mL,ambient temperature,not applicable,OME -80 Freezer,1100,mL,missing: not collected,12.1678,missing: not collected,8.231,missing: not collected,missing: not collected,30.54,missing: not collected,5.797,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,91.6,missing: not collected,not applicable,missing: not collected,0.034,mg/m3,missing: not collected,missing: not collected,23.0967,19.262,µM,0.512,µM,3.022,µM,2.082,µM,40.565,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,3,A,2021-02-01,8.749,ng/µL,0.80,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E76.WO920,76.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P28_12,not applicable: sample group,not applicable: sample group,2020-09-12T16:41:25Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P28,Salish Sea - North of West Point - WOAC P28,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,12,12,2.765,1.765,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,188.6,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,191.365,missing: not collected,0, 47 42.21 N, 122 27.30 W,degrees minutes seconds,WGS84,47.704,missing: not collected,-122.455,missing: not collected,T0S/T1S,16:41:25,1200,mL,ambient temperature,not applicable,OME -80 Freezer,1200,mL,missing: not collected,13.5,missing: not collected,8.411,missing: not collected,missing: not collected,30.08,missing: not collected,7.669,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,91.3,missing: not collected,not applicable,missing: not collected,2.493,mg/m3,0.312,missing: not collected,22.4858,14.660,µM,0.406,µM,0.800,µM,1.683,µM,36.819,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,5,G,2021-02-01,19.7885,ng/µL,1.65,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E77.WO920,77.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_1,not applicable: sample group,not applicable: sample group,2020-09-12T21:00:40Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,1,1,97.376,96.376,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,8.6,m,Measurement from altitude sensor on CTD.,105.976,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:00:40,1600,mL,ambient temperature,not applicable,OME -80 Freezer,1600,mL,missing: not collected,10.9899,missing: not collected,8.022,missing: not collected,missing: not collected,30.19,missing: not collected,3.952,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,81.9,missing: not collected,not applicable,missing: not collected,0.029,mg/m3,missing: not collected,missing: not collected,23.034,27.220,µM,0.080,µM,0.048,µM,2.670,µM,63.764,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,3,D,2021-02-01,11.2,ng/µL,0.70,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E78.WO920,78.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_2,not applicable: sample group,not applicable: sample group,2020-09-12T21:02:22Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,2,2,80.038,79.038,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,25.6,m,Measurement from altitude sensor on CTD.,105.638,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:02:22,1250,mL,ambient temperature,not applicable,OME -80 Freezer,1250,mL,missing: not collected,11.0494,missing: not collected,8.004,missing: not collected,missing: not collected,30.08,missing: not collected,3.857,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,89.3,missing: not collected,not applicable,missing: not collected,-0.001,mg/m3,missing: not collected,missing: not collected,22.9371,28.535,µM,0.039,µM,0.007,µM,2.605,µM,56.504,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,1,H,2021-02-02,10.4335,ng/µL,0.83,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E79.WO920,79.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_3,not applicable: sample group,not applicable: sample group,2020-09-12T21:04:36Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,3,3,49.969,48.969,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,55.6,m,Measurement from altitude sensor on CTD.,105.569,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:04:36,1500,mL,ambient temperature,not applicable,OME -80 Freezer,1500,mL,missing: not collected,11.3216,missing: not collected,8.129,missing: not collected,missing: not collected,29.97,missing: not collected,4.854,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,94.5,missing: not collected,not applicable,missing: not collected,-0.001,mg/m3,-0.055,missing: not collected,22.8094,26.549,µM,0.015,µM,0.015,µM,2.350,µM,46.316,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,3,A,2021-02-02,9.6725,ng/µL,0.64,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E80.WO920,80.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_4,not applicable: sample group,not applicable: sample group,2020-09-12T21:06:14Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,4,4,30.027,29.027,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,75.6,m,Measurement from altitude sensor on CTD.,105.627,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:06:14,1500,mL,ambient temperature,not applicable,OME -80 Freezer,1500,mL,missing: not collected,11.9979,missing: not collected,8.177,missing: not collected,missing: not collected,29.95,missing: not collected,5.278,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,96.2,missing: not collected,not applicable,missing: not collected,0.029,mg/m3,0.009,missing: not collected,22.67,25.011,µM,0.046,µM,0.014,µM,2.238,µM,43.513,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,1,E,2021-02-02,11.668,ng/µL,0.78,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E81.WO920,81.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_5,not applicable: sample group,not applicable: sample group,2020-09-12T21:07:23Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,5,5,19.764,18.764,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,85.6,m,Measurement from altitude sensor on CTD.,105.364,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:07:23,1600,mL,ambient temperature,not applicable,OME -80 Freezer,1600,mL,missing: not collected,12.2204,missing: not collected,8.203,missing: not collected,missing: not collected,29.90,missing: not collected,5.349,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,96.7,missing: not collected,not applicable,missing: not collected,0.081,mg/m3,0.033,missing: not collected,22.5933,23.643,µM,0.190,µM,0.102,µM,2.171,µM,41.449,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_4,SM Plate 4,5,H,2021-02-02,9.2625,ng/µL,0.58,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E82.WO920,82.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_6,not applicable: sample group,not applicable: sample group,2020-09-12T21:08:30Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,6,6,9.896,8.896,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,95.6,m,Measurement from altitude sensor on CTD.,105.496,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:08:30,1400,mL,ambient temperature,not applicable,OME -80 Freezer,1400,mL,missing: not collected,12.403,missing: not collected,8.253,missing: not collected,missing: not collected,29.85,missing: not collected,5.701,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,96.1,missing: not collected,not applicable,missing: not collected,2.423,mg/m3,0.068,missing: not collected,22.5172,21.448,µM,0.353,µM,0.321,µM,2.066,µM,38.457,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,1,H,2021-02-01,12.648,ng/µL,0.90,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
E83.WO920,83.0,,,False,WO920,RC0043,RC0043: WOAC Fall 2020,sample,WO920_P1_7,not applicable: sample group,not applicable: sample group,2020-09-12T21:09:31Z,2020-09-12,ocean water [ENVO:00002149],marine metagenome,0,marine pelagic biome [ENVO:01000023],marine photic zone [ENVO:00000209],1,not applicable,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,Niskin Bottle,Water samples were collected from the niskin into sterile Nalgene bottles then filtered through a 0.22 micron disc filter using a vacuum pump.,0.22,47,1734.94,missing: not collected,missing: not collected,not applicable,not applicable,not applicable,not applicable,-20,ethanol,2 mL of 96% molecular grade ethanol used for preservation,not applicable,WOAC P1,Salish Sea - Gedney Island - WOAC P1,missing: not collected,not applicable,https://doi.org/10.5281/zenodo.16755251,missing: not collected,7,7,4.843,3.843,"maximumDepthInMeters from CTD sensor. minimumDepthInMeters calculated as 1 m shallower than maximumDepthInMeters, given the footprint of the CTD/Niskin bottle.",missing: not collected,100.6,m,Calculated by subtracting the maximumDepthInMeters from the tot_depth_water_col.,105.443,missing: not collected,0, 48 00.98 N, 122 18.26 W,degrees minutes seconds,WGS84,48.016,missing: not collected,-122.304,missing: not collected,T0S/T1S,21:09:31,1400,mL,ambient temperature,not applicable,OME -80 Freezer,1400,mL,missing: not collected,12.9415,missing: not collected,8.373,missing: not collected,missing: not collected,29.39,missing: not collected,6.735,mg/L,missing: not provided,not applicable,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,72.3,missing: not collected,not applicable,missing: not collected,8.093,mg/m3,1.506,missing: not collected,22.0598,16.492,µM,0.300,µM,0.438,µM,1.747,µM,30.513,µM,missing: not collected,not applicable,missing: not collected,not applicable,missing: not collected,"All environmental metadata measurements reported for this sample are taken from CTD upcast/bottle data files unless otherwise indicated in the measurement field's corresponding method field. If not specified in the corresponding method field, then the field was measured, not calculated.",Kevin Roe,OSU_SM_Plate_5,SM Plate 5,5,A,2021-02-01,29.667,ng/µL,2.12,ng DNA/mL seawater,not applicable,physical | enzymatic | thermal,magnetic beads,https://doi.org/10.5281/zenodo.16850033,Omega BioTek Blood and Tissue HDQ Kit,Extracted by Oregon State University Center for Quantitative Life Sciences,0,not applicable,Quant-iT dsDNA high sensitivity kit,1,Sent to OSU for Extraction and Sequencing in 2021,not applicable,,,
